Number,Vendor,Length,Width,Height,Price,Description,Weight
J8124572,Crown,4.50,0.75,0.75,5.17,"Brake Caliper Bolt",0.20
J8124573,Crown,2.75,1.75,0.75,1,"Brake Caliper Spring",0.10
J8124580,Crown,12.00,9.25,6.00,34.5,"Brake Shoe Set",7.10
J8124670,Crown,3.25,3.25,2.25,24.17,"Temperature Gauge",0.10
J8123077,Crown,2.25,2.25,0.50,3.33,"Output Seal",0.10
RT28056,Crown,9.00,8.00,2.00,81.67,"LED Headlight Bulb Kit",1.38
J0801538,Crown,4.50,4.25,4.25,90,"Piston & Pin",1.30
J8124777,Crown,12.50,7.50,7.50,658.33,"Ring & Pinion Kit",17.70
J8124791,Crown,11.25,10.00,4.25,20.83,"Differential Carrier Shim Kit",0.60
J8124799,Crown,4.00,2.50,2.50,21.67,"Wheel Cylinder",1.40
J8124804,Crown,2.25,0.75,0.75,1.42,"Wheel Stud",0.20
J8124816,Crown,52.00,4.00,4.00,95,"Tie Rod",11.30
4861269AC,Crown,8.00,7.50,4.50,46.67,"Transmission Mount",3.20
J0805730,Crown,4.50,0.75,0.75,3.33,"Cylinder Head Bolt",0.20
J8130017,Crown,11.00,10.50,9.00,241.67,"Differential Case Kit",12.40
CC10709,Crown,13.00,13.00,13.00,94.13,"Cab Cover",10.50
TK20,Crown,14.00,10.00,5.50,65,"Tune Up Kit",4.20
J0809293,Crown,6.00,5.50,3.50,141.67,"Intermediate Gear",5.60
CC10809,Crown,13.00,13.00,13.00,184.5,"Cab Cover",10.50
CJSUXL1,Crown,22.00,5.75,4.00,98.33,"Fuel Sending Unit",1.10
RT28048,Crown,4.50,4.50,2.50,65,"LED Fog Lamp Bulb Kit",0.20
5149170AA,Crown,3.75,3.50,1.75,46.67,"Oxygen Sensor",0.30
55155674AC,Crown,15.50,5.00,2.00,18.33,"Fender Flare Retainer",0.30
4782523AF,Crown,5.00,5.00,5.00,116.67,"Power Steering Pump",2.90
J0971672,Crown,2.25,2.25,0.25,5,"Grille Mounting Washer",0.10
68002412AA,Crown,2.00,2.00,0.25,3.67,"Axle Shaft Guide",0.02
4755028,Crown,11.75,11.50,3.25,65,"Brake Rotor",13.10
J0925339,Crown,5.50,5.25,2.50,103.33,"Differential Clutch Kit",1.90
J0926544,Crown,4.50,4.50,1.75,91.67,"Differential Gear Set",2.20
SPFR8TE2AA,Crown,3.45,1.00,1.00,5.83,"Spark Plug",0.10
J8124817,Crown,5.00,5.00,2.00,31.67,"Tie Rod End",1.80
J8124832,Crown,2.25,2.25,1.00,4,"Axle Shaft Seal",0.10
J8124847,Crown,1.75,0.75,0.75,4,"Spindle Stud",0.10
J8124853,Crown,4.50,4.50,0.12,0.75,"Bearing Retainer Gasket",0.10
J0937884,Crown,16.00,1.00,1.00,17.5,"Brake Hose",0.30
J0938115,Crown,4.00,2.50,2.50,21.67,"Wheel Cylinder",1.10
J0940521,Crown,0.75,0.75,0.12,20,"Steering Box Cover Shim Kit",0.10
J8124880,Crown,5.75,5.25,5.50,41.67,"Input Bearing Retainer",2.10
J8124883,Crown,1.75,1.75,0.12,2.33,"Main Shaft Snap Ring",0.10
J0941885,Crown,4.50,4.25,1.75,50.27,"Piston Ring Set",0.40
J0942115,Crown,5.00,5.00,2.00,15,"Intermediate Shaft",2.80
J0998092,Crown,3.75,3.50,0.50,3.33,"Pinion Seal",0.10
J8124896,Crown,2.50,2.50,0.12,1.33,"Synchronizer Spring",0.10
J1370910,Crown,5.25,2.25,1.75,10.83,"Transmission Mount",1.10
J3105394,Crown,1.00,2.00,2.00,1.25,"Expansion Plug",0.10
J3156052,Crown,1.25,3.25,3.25,20,Bearing,0.10
J8124913,Crown,4.25,4.00,4.00,98.33,"Reverse Idler Gear",2.80
J8124899,Crown,4.00,4.00,1.75,75,"Second Gear",2.30
J8124900,Crown,13.00,13.00,3.25,108.33,"Brake Drum",14.80
J8124904,Crown,1.50,0.50,0.25,1.25,"Synchronizer Plate",0.10
J8124912,Crown,5.25,1.00,0.75,8.33,"Reverse Idler Shaft",0.70
J8124915,Crown,1.75,1.75,0.25,2.67,"Reverse Idler Gear Thrust Washer",0.10
J8124932,Crown,1.25,0.50,0.50,0.83,"Reverse Idler Gear Pin",0.10
J8124957,Crown,16.00,15.00,6.00,121.67,"Brake Drum",28.00
J3156065,Crown,3.25,3.25,1.25,17.5,"Pinion Bearing Cup",0.40
J8124999,Crown,30.00,14.00,6.00,158.33,"Exhaust Manifold",25.00
J8125028,Crown,8.00,2.50,2.50,28.33,"Ignition Coil",1.40
4863826AA,Crown,4.00,0.50,0.50,28.33,"Glow Plug",0.06
J8125037,Crown,6.00,6.00,0.50,25,"Steering Box Seal Kit",0.10
4882576,Crown,9.00,4.00,3.25,53.33,"Parking Brake Shoe Set",2.10
J8125038,Crown,9.00,8.00,0.50,18.33,"Steering Box Seal Kit",0.30
J8125123,Crown,14.00,14.00,10.00,96.67,"Heater Core",4.00
J8125176,Crown,3.25,3.25,1.25,12.5,"Voltage Regulator",0.30
J8125534,Crown,4.00,4.00,4.00,26.67,"Brake Caliper Rebuild Kit",1.40
TK21,Crown,14.00,10.00,5.50,56.67,"Tune Up Kit",3.40
J8125869,Crown,23.00,15.00,1.00,26.67,"Intake Manifold Gasket Set",1.10
J8126106,Crown,12.50,4.50,3.50,141.67,"Input Shaft",3.40
J8126232,Crown,2.50,2.50,0.06,8,"Axle Shaft Slinger",0.60
J8126312,Crown,4.00,2.50,2.50,4.17,"Fuel Filter",0.30
J8126314,Crown,9.00,4.00,3.00,30,"Brake Pad Set",4.00
J3172566,Crown,3.25,3.25,1.25,15,"Differential Carrier Bearing Cup",0.40
J8126496,Crown,11.25,10.25,9.00,148.33,"Differential Case Kit",9.00
J3173204,Crown,5.50,4.25,0.50,1,"Water Pump Gasket",0.10
J8126497,Crown,13.25,13.00,3.00,200,"Differential Gear Kit",4.50
J8126502,Crown,10.50,10.00,4.50,60,"Pinion & Differential Shim Kit",0.90
J8126518,Crown,8.25,8.25,5.50,491.67,"Ring & Pinion Kit",12.60
68237102AA,Crown,3.00,3.00,3.00,15,Thermostat,0.19
J8126503,Crown,11.00,9.50,1.00,31.67,"Pinion Shim Kit",0.30
J8126506,Crown,10.50,10.00,4.50,20,"Differential Carrier Shim Kit",0.60
J8126509,Crown,8.00,2.50,2.50,48.33,"Ball Joint Set",2.70
J8126614,Crown,3.50,3.50,1.25,15,"Universal Joint",1.10
J8126638,Crown,1.25,3.50,3.50,24.17,"Universal Joint",1.60
J8126659,Crown,3.00,3.00,3.00,24.17,Voltmeter,0.20
J8126663,Crown,3.50,3.50,0.75,1.67,"Exhaust Clamp",0.40
J8126711,Crown,4.25,4.25,4.25,10,"Distributor Cap",0.40
J8126712,Crown,4.00,2.25,2.75,35,"Wheel Cylinder",1.10
J8126737,Crown,8.00,4.00,6.00,108.33,"Brake Master Cylinder",6.20
J8126744,Crown,4.00,2.50,2.50,30,"Wheel Cylinder",0.80
D44JK488F,Crown,16.50,11.25,7.00,316.67,"Ring & Pinion",16.50
J3184277,Crown,1.00,3.00,5.00,4.17,"Intake To Exhaust Manifold Gasket",0.10
J3184867,Crown,12.00,12.00,2.00,81.67,"Clutch Disc",4.50
J8126743,Crown,2.50,2.50,4.25,20.83,"Wheel Cylinder",14.40
J3184908,Crown,13.00,13.00,3.00,141.67,"Pressure Plate",17.00
J3206696,Crown,1.00,1.00,1.00,3.83,"Engine Oil Drain Plug",0.10
J3210177,Crown,3.50,1.50,1.75,5.42,"Rocker Arm",0.30
J8126747,Crown,5.00,4.00,2.00,73.33,"Brake Master Cylinder Repair Kit",0.40
J3213743,Crown,17.50,13.00,0.50,15,"Engine Plate",11.00
TK22,Crown,14.00,10.00,5.50,56.67,"Tune Up Kit",3.50
J3216638,Crown,1.25,1.25,0.75,1.33,"Shock Absorber Bushing",0.10
J8126755,Crown,3.50,0.25,3.50,11.67,"Brake Caliper Seal Kit",0.10
J8126756,Crown,4.50,4.25,0.50,7.5,"Brake Caliper Seal Kit",0.10
J3222799,Crown,11.00,3.00,3.00,1.33,"Clutch Fork Spring",1.30
J3224216,Crown,5.25,3.75,1.75,10.67,"Thermostat Housing",1.40
4882579,Crown,7.75,4.75,3.50,28.33,"Brake Pad Set",3.10
J3239865,Crown,5.25,5.25,1.00,1.25,"Brake Caliper Spring",0.10
J8126762,Crown,28.00,5.00,0.12,9.17,"Valve Cover Gasket",0.10
J3239867,Crown,2.00,1.00,0.75,2.67,"Brake Caliper Bushing",0.10
J3242395,Crown,9.50,0.50,0.50,2.67,"Push Rod",0.10
J8126766,Crown,4.25,2.50,2.75,25,"Wheel Cylinder",1.30
J8126777,Crown,2.75,2.25,1.00,5.83,"Clutch Rod Link",0.20
J8126796,Crown,2.50,2.50,4.00,81.67,Flange,0.90
J8126797,Crown,4.25,2.50,2.50,20.8,"Wheel Cylinder",0.80
J8126798,Crown,2.50,2.50,4.25,20.83,"Wheel Cylinder",0.70
J8126804,Crown,12.00,4.50,3.25,156.67,"Main Shaft",5.40
J8126806,Crown,1.25,1.25,0.50,4,"Main Shaft Nut",0.10
J8126812,Crown,1.00,0.75,0.75,7.5,"Differential Cover Plug",0.10
J8126825,Crown,4.50,4.50,1.00,26.67,"Shift Fork",0.40
J8126826,Crown,4.50,4.50,1.00,26.67,"Shift Fork",0.50
J8126927,Crown,4.00,4.00,1.75,36.67,"Fuel Gauge",0.10
J8126928,Crown,3.00,3.00,2.00,38.33,"Temperature Gauge",0.20
J8126929,Crown,4.25,4.25,1.75,38.33,"Oil Pressure Gauge",0.10
J8126946,Crown,8.50,8.25,5.50,950,"Ring & Pinion Kit",12.80
J8127021,Crown,8.00,3.75,3.50,65,"Blower Motor",2.40
J8127059,Crown,1.00,1.00,1.00,1.17,"Shift Lever Spring",0.10
J8127070,Crown,2.00,2.50,28.00,81.67,"Axle Shaft",9.50
J8127071,Crown,29.00,1.00,1.00,81.67,"Axle Shaft",10.40
J8127072,Crown,15.25,11.25,5.25,383.33,"Ring & Pinion",19.10
J8127079,Crown,33.50,1.50,1.50,91.67,"Axle Shaft",11.40
J8127081,Crown,23.50,2.00,2.00,91.67,"Axle Shaft",7.80
J8127350,Crown,2.50,2.50,0.50,5,"Axle Shaft Seal",0.10
J8127385,Crown,8.00,6.25,0.12,0.58,"Transmission To Adapter Gasket",0.10
J8127397,Crown,0.50,0.25,0.25,0.3,"Input Shaft Bearing",0.10
J8127401,Crown,1.00,0.50,0.12,2,"Synchronizer Plate",0.10
J8127402,Crown,3.25,3.25,0.50,11.27,"Synchronizer Blocking Ring",0.20
TK23,Crown,14.00,10.00,5.50,91.67,"Tune Up Kit",5.20
J8127421,Crown,3.25,3.25,2.00,96.67,"Third Gear",1.50
J8127422,Crown,4.25,4.25,1.75,125,"Second Gear",2.50
J8127425,Crown,2.00,1.25,1.25,125,"First Gear",0.10
J8127427,Crown,0.50,0.25,0.25,0.17,"Main Shaft Roll Pin",0.10
J8127449,Crown,4.75,4.75,1.00,7.5,"Parking Light Lens",0.10
J8127473,Crown,0.75,0.75,0.25,1.33,"Shift Rod Plug",0.10
J8127481,Crown,5.00,3.75,1.50,19.93,"Shift Fork",0.30
J8127483,Crown,4.50,4.25,1.50,19.93,"Shift Fork",0.40
J8127490,Crown,0.75,0.75,0.50,1.58,"Shift Rod Bushing",0.10
J8127536,Crown,7.00,7.00,5.00,12.48,"Steering Box Bracket",1.50
J8127582,Crown,3.00,3.00,3.00,23.33,"Brake Caliper Rebuild Kit",1.30
J8127583,Crown,0.25,0.25,0.75,4.17,"Brake Caliper Seal Kit",0.02
J8127630,Crown,3.25,3.25,1.25,9.17,"Wheel Bearing Cup",0.30
J8127645,Crown,5.25,3.50,3.50,33.33,"Steering Box Bearing Kit",0.30
J8127698,Crown,27.50,18.50,12.50,131.67,"Fuel Tank",16.00
J8127711,Crown,3.75,3.00,50.75,91.67,Crossmember,8.30
J8127712,Crown,5.25,4.50,4.00,20.83,"Leaf Spring Bracket",0.80
J8127756,Crown,5.00,5.00,2.25,56.67,"Turn Signal Switch",0.40
J8127772,Crown,6.00,3.00,2.00,68.33,"Brake Master Cylinder Repair Kit",0.30
J8127782,Crown,13.00,8.00,4.00,46.67,"Brake Shoe Set",7.20
J8127783,Crown,3.75,3.75,1.55,10,"Drum Brake Spring Kit",0.60
J8127784,Crown,5.00,4.50,1.00,8.33,"Brake Shoe Hold Down Kit",0.20
4721820,Crown,12.00,11.50,1.75,50,"Brake Rotor",13.00
J8127785,Crown,3.25,1.25,1.25,5.83,"Drum Brake Adjuster",0.20
J8127792,Crown,11.00,7.00,6.00,108.33,"Brake Master Cylinder",6.60
J8128488,Crown,6.00,8.00,4.25,14.17,"Engine Mount",4.40
J8128585,Crown,18.00,12.00,25.00,131.67,"Fuel Tank",12.60
J8128749,Crown,1.00,8.00,8.00,10.42,"Headlight Retainer",0.10
J8128767,Crown,7.00,5.25,4.75,308.33,Spindle,5.20
J8128784,Crown,15.00,8.00,6.00,133.33,"Heater Core",5.80
J8128841,Crown,3.25,3.25,1.25,40,"Wheel Bearing",0.70
J8128880,Crown,2.00,2.00,0.25,6.77,"Main Shaft Bushing",0.10
J8128889,Crown,4.50,4.50,2.00,20,"Ignition Switch",0.40
TK24,Crown,14.00,10.00,5.50,81.67,"Tune Up Kit",4.90
J8128900,Crown,3.75,3.75,1.75,30,"Distributor Pickup",0.40
J8128931,Crown,2.00,2.00,3.00,17.5,"Parking Light Socket",0.10
J8129201,Crown,3.50,4.50,4.25,43.33,Yoke,1.80
J8129217,Crown,12.00,11.50,11.25,733.33,"Ring & Pinion Kit",16.10
J8129221,Crown,10.50,10.00,4.00,53.33,"Pinion & Differential Shim Kit",0.80
J8129222,Crown,8.00,3.50,1.75,13.33,"Differential Carrier Shim Kit",0.40
TK25,Crown,14.00,10.00,5.50,75,"Tune Up Kit",3.90
J8129224,Crown,11.50,11.00,5.75,466.67,"Ring & Pinion Kit",16.70
J8129228,Crown,8.00,6.00,4.25,148.33,"Differential Gear Kit",5.10
J8129235,Crown,11.25,11.25,5.75,700,"Ring & Pinion Kit",23.00
J8129242,Crown,13.00,13.00,3.00,48.33,"Differential Carrier Shim Kit",1.10
J8129245,Crown,11.00,10.50,9.00,146.67,"Differential Case Kit",11.50
J8129363,Crown,4.75,4.25,3.75,63.33,Yoke,1.80
J8129373,Crown,16.00,12.00,5.00,308.33,"Timing Cover",5.40
J8129459,Crown,10.00,8.00,8.00,51.67,"Water Pump",8.00
J8129642,Crown,6.50,5.50,0.25,9.83,"Tail Light Lens",0.20
J8129722,Crown,1.25,0.50,0.50,1.58,"Bleeder Screw",0.10
J8129723,Crown,4.00,2.50,2.50,17.17,"Wheel Cylinder",1.10
J8129724,Crown,4.25,2.75,2.75,22.53,"Wheel Cylinder",1.20
J8129725,Crown,1.00,0.25,0.25,1.07,"Bleeder Screw",0.10
J8129735,Crown,4.25,4.25,1.50,96.67,"Bearing Adapter",1.70
J8130067,Crown,13.00,8.00,4.00,38.33,"Brake Shoe Set",6.90
J8130296,Crown,5.50,5.00,5.00,125,Yoke,2.80
J8132312,Crown,3.25,3.25,1.25,3.67,"Oil Filler Cap",0.10
J8132313,Crown,3.75,3.00,3.00,6.67,"Oil Filter",0.60
J8132364,Crown,8.50,5.00,3.75,48.33,"Fuel Pump",1.30
J8132372,Crown,5.00,5.00,5.00,53.33,"Input Bearing Retainer",2.30
J8132374,Crown,12.00,4.25,3.25,191.67,"Main Shaft",6.00
J8132376,Crown,13.00,12.00,2.00,183.33,"Synchronizer Assembly",2.60
J8132377,Crown,3.25,2.50,0.12,1.08,"Synchronizer Spring",0.10
J8132379,Crown,5.00,5.00,2.00,90,"Third Gear",2.30
J8132380,Crown,4.50,4.50,2.00,108.33,"Third Gear",2.80
J8132383,Crown,5.00,5.00,2.00,116.67,"Second Gear",3.60
J8132387,Crown,1.25,0.75,0.25,1.08,"Synchronizer Plate",0.10
J8132389,Crown,4.75,4.75,2.00,133.33,"First Gear",3.90
J8132394,Crown,0.88,0.19,0.19,0.17,"Cluster Gear Bearing",0.10
J8132399,Crown,4.00,3.75,3.00,125,"Reverse Idler Gear",1.70
J8132402,Crown,3.25,3.25,1.50,75,"Reverse Sliding Gear",0.70
J8132403,Crown,0.75,0.12,0.12,0.17,Bearing,0.10
J8132405,Crown,1.75,1.75,0.25,2.67,"Reverse Idler Gear Thrust Washer",0.10
J8132412,Crown,4.00,4.25,1.00,48.33,"Shift Fork",0.40
J8132413,Crown,7.25,2.50,1.50,48.33,"Shift Fork",0.60
J8132420,Crown,1.00,1.00,5000.00,2,"Shifter Spring Retainer",0.10
J8132422,Crown,3.00,3.00,2.50,5.67,"Shift Boot",0.20
4882594,Crown,5.25,1.50,1.00,9.53,"Timing Chain Tensioner",0.20
J8132425,Crown,3.50,3.50,0.25,2.67,"Input Bearing Snap Ring",0.10
J8132426,Crown,1.75,3.75,3.75,23.33,"Input Shaft Bearing",0.60
J8132427,Crown,2.00,2.00,0.25,2.5,"Input Shaft Snap Ring",0.02
J8132428,Crown,9.50,6.25,0.06,1.42,"Shift Cover Gasket",0.10
J8132429,Crown,4.75,4.75,2.50,91.67,"Third Gear",2.10
J8132576,Crown,13.00,13.00,3.00,150,"Pressure Plate",13.00
J8132577,Crown,13.00,12.00,2.00,83.33,"Clutch Disc",3.30
J8132597,Crown,12.00,4.25,3.25,130,"Input Shaft",3.10
J8132672,Crown,5.00,2.50,0.25,2.33,"Output Seal",0.10
J8132674,Crown,3.00,3.00,2.00,125,"Third Gear",1.40
TK26,Crown,14.00,10.00,5.50,66.67,"Tune Up Kit",3.50
J8132676,Crown,2.00,2.00,2.00,9.17,"Steering Shaft Boot",0.10
J8132700,Crown,12.00,9.00,6.00,333.33,"Ring & Pinion",17.00
J8132779,Crown,3.00,2.50,0.25,2,"Input Seal",0.10
J8132781,Crown,3.50,3.25,1.25,10.83,"Clutch Master Cylinder Repair Kit",0.10
J8132782,Crown,3.25,3.25,1.25,9.17,"Clutch Slave Cylinder Repair Kit",0.10
J8132815,Crown,4.75,3.00,2.00,40,"Reverse Shift Arm",0.30
J8132907,Crown,29.50,2.25,2.25,141.67,Camshaft,12.00
J8132914,Crown,11.75,3.75,3.00,133.33,"Axle Shaft",4.20
TK27,Crown,14.00,10.00,5.50,81.67,"Tune Up Kit",4.50
J8133009,Crown,2.00,2.00,30.00,119.6,Camshaft,11.50
J8133036,Crown,5.25,5.25,5.25,26.67,"Starter Drive Housing",1.30
J8133197,Crown,5.25,4.25,0.25,4.58,"Axle Shaft Retainer",0.60
J8133252,Crown,3.25,3.25,1.25,7.5,"Crankshaft Main Bearing",0.30
J8133253,Crown,3.75,3.75,1.50,12.5,"Crankshaft Thrust Bearing Set",0.50
J8133290,Crown,19.50,2.50,2.50,60,"Shock Absorber",3.40
J8133316,Crown,11.00,6.50,6.00,110.93,"Brake Master Cylinder",3.20
J8133317,Crown,5.75,5.00,1.75,56.67,"Brake Master Cylinder Repair Kit",0.30
J8133418,Crown,0.75,0.25,0.25,0.75,"Shift Fork Insert",0.10
TK28,Crown,10.25,14.00,5.50,78.33,"Tune Up Kit",4.40
J8133622,Crown,1.75,1.75,0.75,28.33,"Axle Shaft Bearing",0.10
J8133652,Crown,3.00,3.00,1.00,25,"Distributor Gear",0.10
J8133730,Crown,8.75,8.00,3.50,56.67,Hub,9.30
J8133794,Crown,1.50,1.50,1.00,17.5,"Shift Fork Lug",0.20
J8133818,Crown,11.25,6.75,4.50,36.67,"Brake Shoe Set",5.30
J8133845,Crown,3.50,3.00,3.25,24.17,"Brake Caliper Rebuild Kit",1.20
J8133847,Crown,8.00,7.50,4.50,96.67,"Brake Caliper",8.13
J8133852,Crown,0.50,3.25,3.25,7.5,"Brake Caliper Seal Kit",0.10
J8133885,Crown,29.00,1.00,1.00,80,"Axle Shaft",10.00
J8133886,Crown,32.00,2.50,2.50,80,"Axle Shaft",11.00
J81338861,Crown,33.00,7.50,7.50,165,"One Piece Axle Kit",19.00
TK3,Crown,14.00,10.00,5.50,78.33,"Tune Up Kit",4.10
TK30,Crown,14.00,10.00,5.50,86.67,"Tune Up Kit",5.60
TK31,Crown,14.00,10.00,5.50,86.67,"Tune Up Kit",4.80
J4004455,Crown,1.50,1.00,1.00,1.58,Bolt,0.06
5252039,Crown,1.75,1.00,1.00,23.33,"Reverse Gear Pin",0.10
55254918K7,Crown,46.00,20.00,7.00,183.33,"Fender Flare Kit",11.50
J3176846,Crown,6.25,0.50,0.50,7.92,"Dipstick Tube",0.10
TK32,Crown,14.00,10.00,5.50,81.67,"Tune Up Kit",4.40
TK33,Crown,14.00,10.00,5.50,81.67,"Tune Up Kit",4.90
A6746,Crown,5.25,3.50,2.00,108.33,"Crankshaft Main Bearing Set",1.00
J8130870,Crown,2.75,2.75,0.25,2.5,Seal,0.10
RT24008,Crown,3.00,2.00,2.00,16.5,"Shift Knob",0.31
RT27017,Crown,12.00,4.50,3.25,18.33,"Door Handle Set",0.90
4792753AE,Crown,15.75,6.50,0.12,43.33,"Cylinder Head Gasket",0.88
4684890,Crown,2.25,2.00,1.50,4.17,"Sway Bar Bushing",0.30
RT21009,Crown,10.75,6.00,5.50,208.33,"Steering Box Bracket",9.30
RT31029,Crown,13.00,10.00,3.00,93.75,"Stainless Steel Brake Hose Kit",1.70
D35YOKEUBK,Crown,4.00,4.00,4.00,51.67,"Yoke Kit",2.60
J8133909,Crown,9.25,9.00,8.50,183.33,"Brake Booster",6.60
J8134013,Crown,15.00,9.00,7.00,43.33,"Input Bearing Retainer",0.90
J8134030,Crown,3.25,3.25,1.25,63.33,"Output Shaft Bearing",1.10
J8134031,Crown,11.00,6.00,6.00,233.33,"Cluster Gear",9.90
J8134034,Crown,1.50,1.50,0.12,7.5,"Cluster Gear Bearing",0.10
J8134035,Crown,1.75,1.75,0.50,6.77,"Cluster Gear Bearing Spacer",0.10
J8134036,Crown,3.50,3.50,1.25,16.5,Bearing,0.40
TK34,Crown,14.00,10.00,5.50,81.67,"Tune Up Kit",5.10
J8134040,Crown,1.00,0.25,0.25,0.42,Pin,0.10
J8134048,Crown,4.50,4.50,2.00,19.42,"Shift Fork",0.50
J8134058,Crown,3.00,3.00,1.00,26.67,"Synchronizer Blocking Ring Set",0.30
J8134064,Crown,4.00,4.00,1.75,4.5,"Shift Boot",0.10
J8134068,Crown,1.25,1.25,2.25,15.83,"Back Up Light Switch",1.30
J8134069,Crown,15.50,5.50,4.25,266.67,"Cluster Gear",10.60
J8134071,Crown,3.50,3.50,1.25,60,"Cluster Gear Bearing",0.40
J8134086,Crown,3.50,3.50,1.75,83.2,"Synchronizer Assembly",1.20
J8134186,Crown,6.50,5.75,5.50,117.87,Speedometer,0.80
J8134213,Crown,3.00,3.00,1.50,10.33,"Axle Shaft Bearing",0.10
J8134219,Crown,11.50,11.25,5.75,916.67,"Ring & Pinion Kit",16.90
J8134230,Crown,3.25,3.25,1.25,98.33,"Reverse Idler Gear",0.80
J8134232,Crown,4.50,4.50,2.00,26.67,"Carburetor Repair Kit",0.40
J8134239,Crown,3.25,3.25,1.25,46.67,"Output Shaft Bearing",0.70
J8134290,Crown,44.00,1.00,1.00,46.67,"Steering Adjuster",4.10
J8134292,Crown,13.50,8.00,5.00,200,"Shift Cover",2.70
J8134319,Crown,8.00,5.75,5.50,18.33,Headlight,1.90
J8134320,Crown,12.00,8.00,7.50,50,"Water Pump",7.20
J8134350,Crown,26.00,3.00,2.00,31.67,"Drag Link",3.10
TK35,Crown,14.00,10.00,5.50,78.33,"Tune Up Kit",3.40
J8134400,Crown,1.25,1.25,0.50,0.75,"Valve Cover Grommet",0.10
J8134410,Crown,12.00,11.00,5.50,450,"Ring & Pinion",19.90
J8134429,Crown,1.50,5.00,4.50,51.65,"Shift Fork",0.60
J8134441,Crown,4.50,4.25,4.25,60,"Piston & Pin",1.60
J8134473,Crown,1.75,1.00,1.00,16.67,"Transfer Case Switch",0.10
J8134553,Crown,1.50,1.50,1.00,13.33,"Output Shaft Bearing",0.10
J8134568,Crown,1.75,4.00,4.00,11.97,"Steering Box Seal Kit",0.30
J8134644,Crown,1.75,1.75,1.00,8.33,"Alternator Bearing",0.20
J8134667,Crown,2.00,2.00,1.25,5.83,"Shift Housing Cap",0.10
J8134680,Crown,2.75,2.75,0.25,4.5,"Output Seal",0.10
J8134773,Crown,22.00,1.00,1.00,12,"Power Window Flex Rack",0.10
J8134810,Crown,3.25,3.25,0.75,4.33,"Pinion Seal",0.20
J8136600,Crown,3.50,4.00,1.75,13.33,"Tie Rod End",1.10
J8136601,Crown,2.25,1.50,1.25,8.75,"Wheel Cylinder Rebuild Kit",0.10
J8136602,Crown,12.00,8.00,7.25,76.67,"Water Pump",7.10
J8136612,Crown,3.00,2.00,2.00,30,"Wheel Cylinder",0.80
J8136614,Crown,3.75,3.00,1.75,6.33,"Engine Mount",0.70
J8136616,Crown,3.50,3.50,1.25,25,"Universal Joint",1.00
J8136619,Crown,3.25,3.25,1.25,20,"Main Shaft Bearing",1.00
5014095AB,Crown,6.50,6.25,3.50,48.33,"Brake Pad Set",6.30
J8136623,Crown,4.00,4.00,1.75,33.33,"Main Shaft Bearing",1.40
J8136624,Crown,7.00,3.50,1.50,38.33,"Idler Arm",1.60
J8136626,Crown,3.50,3.50,1.50,27.5,"Output Shaft Bearing",0.70
J8136631,Crown,15.00,9.00,4.00,108.33,"Synchronizer Assembly",2.10
J8136632,Crown,8.00,5.00,1.75,41.67,"Idler Arm",1.60
J8136633,Crown,3.00,1.75,1.25,8,"Distributor Rotor",0.10
J8136640,Crown,14.00,11.00,0.12,1.92,"Transmission Pan Gasket",0.10
J8136651,Crown,15.00,9.00,7.00,81.67,"Hub Assembly",7.70
J8136653,Crown,3.00,3.00,0.50,11.67,"Synchronizer Blocking Ring",0.20
J8136659,Crown,11.00,4.50,4.50,11.27,"Radiator Hose",0.60
J8136674,Crown,2.00,4.50,3.00,13.33,"Tie Rod End",0.10
TK36,Crown,14.00,10.00,5.50,78.33,"Tune Up Kit",3.70
TK37,Crown,20.50,13.00,5.00,90,"Tune Up Kit",5.60
J84500,Crown,18.00,6.25,3.25,95,"Steering Stabilizer",4.88
J8991386,Crown,10.00,10.00,2.50,9.17,"Air Filter",0.80
J8992661,Crown,3.00,10.25,10.00,10,"Air Filter",0.80
J8993023,Crown,3.25,8.00,8.50,23.33,"Rear View Mirror",1.10
J8993146,Crown,4.25,4.00,4.25,10,"Oil Filter",1.10
J8993415,Crown,33.00,1.00,1.00,8.33,"Antenna Mast",0.20
52114354AA,Crown,5.00,5.00,5.00,73.33,"Axle Housing Mount",1.90
4589267AD,Crown,21.75,20.00,3.50,130,"Window Regulator",4.00
4609089AH,Crown,3.25,3.25,1.50,40,"Camshaft Position Sensor",0.10
4589265AC,Crown,21.75,20.00,3.50,130,"Window Regulator",4.30
4589268AC,Crown,21.75,20.00,3.50,130,"Window Regulator",4.30
4589266AD,Crown,21.75,20.00,3.50,130,"Window Regulator",4.00
4798378AB,Crown,21.75,20.00,3.50,91.67,"Window Regulator",4.90
5182439AA,Crown,25.75,2.50,1.50,28.33,"Wiper Blade",0.40
68082556AA,Crown,25.75,2.50,1.50,21.67,"Wiper Blade",0.40
J8997109,Crown,41.00,17.00,5.00,96.67,"Fender Flare Kit",6.00
J9420350,Crown,1.75,1.75,0.25,1.08,"U-Bolt Nut",0.10
JA000181,Crown,2.00,0.75,0.75,2.77,"Clutch Bellcrank Pivot",0.10
TK38,Crown,20.50,13.00,4.50,81.67,"Tune Up Kit",5.50
JA000473,Crown,1.50,0.75,0.50,1.58,"Wheel Stud",0.10
JA000798,Crown,4.00,0.75,0.75,6.67,"Differential Shaft",0.40
TK39,Crown,14.00,10.00,5.50,93.33,"Tune Up Kit",3.60
