Number,Vendor,Length,Width,Height,Price,Description,Weight
68079480AA,Crown,4.00,4.00,4.00,60,"Blower Motor Module",0.40
RT21006,Crown,47.25,5.25,3.75,241.67,"HD Steering Kit",22.00
RT21007,Crown,47.25,5.25,3.75,300,"HD Steering Kit",26.00
68192984AA,Crown,6.50,6.00,2.25,31.67,"Transmission Filter",0.40
52087636AC,Crown,3.25,2.25,2.25,15.83,"Bump Stop",0.20
4781034AB,Crown,16.50,6.00,4.00,18.33,"Intake Manifold Gasket",0.60
68003121AC,Crown,13.00,13.00,2.00,43.33,"Gearshift Control Cable",0.80
5159077AB,Crown,1.00,0.63,0.63,2,Retainer,0.02
5269873AB,Crown,3.00,2.25,1.50,36.67,"Crankshaft Position Sensor",0.10
6504030,Crown,0.88,0.88,0.38,2.83,Nut,0.02
68035575AA,Crown,5.50,5.50,3.00,125,"Differential Gear Kit",5.30
4891595AD,Crown,4.00,4.00,4.00,35,"Drive Belt Tensioner",1.60
68026549AA,Crown,9.25,9.25,9.25,600,"Differential Case Kit",13.00
RT21036,Crown,9.75,4.00,2.25,52.5,"Pitman Arm",4.40
5179153AC,Crown,4.00,2.50,2.50,51.67,"Windshield Washer Pump",0.20
83502635,Crown,37.00,17.00,14.50,183.33,"Fuel Tank",24.00
52104583AD,Crown,14.00,13.50,3.50,300,"Clutch Kit",16.00
4897484K,Crown,4.00,2.50,2.50,116.67,"Yoke Kit",0.90
68194931AA,Crown,26.00,2.50,1.50,23.33,"Wiper Blade",0.40
68197131AA,Crown,18.00,2.50,1.00,23.33,"Wiper Blade",0.20
53013944AA,Crown,18.00,4.00,0.25,15.83,"Exhaust Manifold Gasket",0.60
5143614AA,Crown,4.50,4.50,2.50,13.33,"Power Steering Reservoir Cap",0.10
53010149,Crown,1.25,1.00,0.75,5.67,"Drive Belt Tensioner Collar",0.10
52104701AB,Crown,31.00,5.00,5.00,150,"Axle Shaft Assembly",19.00
68091500AD,Crown,19.50,13.00,4.50,31.67,"Coolant Bottle",1.20
RT31025,Crown,12.00,12.00,2.25,233.33,"Brake Rotor Set",16.50
68000683AB,Crown,10.75,6.50,5.75,40,"Parking Light",0.90
68029524AA,Crown,12.00,2.00,1.00,70,"Timing Belt",0.40
5182555AD,Crown,56.00,16.00,12.50,50,"Fender Liner",1.60
5012364AAK6,Crown,4.50,4.25,1.75,96.67,"Piston Ring Set",0.50
4648987AA,Crown,16.00,5.00,0.50,10.83,"Valve Cover Gasket",0.10
5191307K,Crown,7.00,2.25,2.00,19.17,"Drum Brake Hardware Kit",0.40
5012699K,Crown,6.00,4.00,4.00,105,"Blower Motor Resistor Kit",0.90
52060290MK,Crown,14.00,8.00,5.25,83.33,"Trailer Hitch Master Kit",13.40
68078271AB,Crown,72.00,16.00,7.50,200,Fascia,4.00
52080439AA,Crown,33.00,7.50,7.50,433.33,"Catalytic Converter",8.40
52123522AA,Crown,41.25,5.25,5.25,233.33,"Axle Shaft Assembly",24.00
5135793AA,Crown,20.50,13.00,4.00,60,"Engine Gasket Set",3.60
68223399AA,Crown,20.50,15.25,9.50,74.17,"Headlight Mounting Bracket",3.60
68001591AA,Crown,3.25,3.25,1.50,36.67,"Camshaft Position Sensor",0.10
68040931AB,Crown,3.25,3.25,1.50,43.33,"Crankshaft Position Sensor",0.10
68102906AF,Crown,12.25,9.00,6.00,400,"Tail Light",2.60
68048467AA,Crown,2.25,1.25,1.25,2.67,"Caliper Bracket Mounting Bolt",0.19
68110950AC,Crown,8.25,8.00,8.00,41.67,"Engine Mount",4.00
53003932AB,Crown,7.00,2.00,2.00,10.83,"Accelerator Pedal Pad",0.10
5191890AA,Crown,5.25,4.50,1.50,25,"Transmission Filter",0.30
RT25003,Crown,6.00,3.00,3.00,21.67,"Shock Bracket Set",2.20
5189838AA,Crown,16.00,8.50,0.13,10.83,"Transmission Pan Gasket",0.10
53032833AH,Crown,19.00,4.50,0.25,14.17,"Exhaust Manifold Gasket",0.50
4892409AA,Crown,13.00,3.00,0.25,9.17,"Exhaust Manifold Gasket",0.10
68260449AA,Crown,34.50,29.00,9.00,161.67,Radiator,12.20
68102920AC,Crown,13.50,8.00,5.00,280,"Tail Light",2.00
5149034AA,Crown,4.75,4.50,1.75,30.83,"Camshaft Position Sensor",0.20
52037994K,Crown,42.50,4.00,4.00,103.33,"Drag Link Assembly",10.30
68197299AB,Crown,34.50,29.00,9.00,148.33,Radiator,13.20
68004167AA,Crown,4.50,4.50,2.00,19.17,"Tail Light Wiring",0.30
68148386AA,Crown,6.50,6.00,3.00,125,"Drive Belt Tensioner",2.20
52014621AE,Crown,31.50,20.00,5.00,416.67,"Cooling Fan Module",16.20
5033308AB,Crown,3.25,3.25,1.25,31.67,"Camshaft Position Sensor",0.06
6509101AA,Crown,1.25,0.75,0.75,3,Screw,0.06
52080441AA,Crown,63.00,18.25,7.50,350,"Muffler & Tailpipe",25.00
5029811AC,Crown,3.25,3.25,1.25,23.33,"Crankshaft Position Sensor",0.06
4627167AA,Crown,10.50,3.25,1.00,25,"Accessory Drive Belt",0.40
68052386AA,Crown,9.75,4.00,3.00,48.33,"Brake Pad Set",2.90
52126348AD,Crown,16.00,15.50,10.75,733.33,"Steering Box",37.20
68052897AC,Crown,13.00,12.50,8.00,750,"Steering Box",36.20
RT32014,Crown,8.00,7.50,4.50,83.33,"Wheel Spacer Set",7.40
5174877AA,Crown,15.25,4.50,4.50,33.33,"Wiper Arm",0.80
55175042K,Crown,50.00,3.00,1.50,65,"Liftgate Weatherstrip Kit",1.60
5085495AC,Crown,5.00,5.00,5.00,23.33,"Shock Absorber Bracket",1.25
6508707AA,Crown,2.00,0.75,0.75,2.92,"Wheel Stud",0.13
52125483AA,Crown,7.00,4.25,2.25,30,"Tie Rod End",1.90
68258362AA,Crown,15.50,1.50,1.50,12.5,"Brake Hose",0.20
68249846AC,Crown,14.75,14.25,5.25,108.33,Mirror,5.20
68225067AA,Crown,31.50,18.00,5.00,26.67,"Windshield Washer Reservoir",4.00
5105617K,Crown,12.75,12.25,4.75,158.33,"Drum Brake Service Kit",26.50
52060462AG,Crown,42.00,2.25,2.25,75.83,"Transfer Case Shift Cable",1.20
68014951AA,Crown,20.25,13.00,4.50,90,"Window Regulator",4.20
52080123AC,Crown,32.50,32.00,6.75,250,Radiator,16.20
5017124AC,Crown,5.00,3.75,1.00,38.33,"Blower Motor Resistor Repair Harness",0.10
68004181AB,Crown,10.75,3.75,2.75,23.33,"Parking Light",0.40
55079191AE,Crown,41.25,18.50,3.25,65,"Engine Splash Shield",2.20
68004180AB,Crown,11.00,4.00,3.00,23.33,"Parking Light",0.40
52128940AF,Crown,16.00,14.00,2.50,106.67,"Power Steering Pressure Hose",1.50
55397093K,Crown,3.75,3.50,1.75,47.5,"Hard Top Hardware Kit",0.80
5ES43DX9,Crown,10.75,1.25,0.75,13.33,"Door Handle",0.25
4891587AA,Crown,11.00,5.00,1.00,48.33,"Accessory Drive Belt",0.60
52104284AB,Crown,17.50,12.00,1.50,28.33,"Throttle Valve Cable",0.60
68065503AA,Crown,17.00,11.50,1.50,51.67,"Parking Brake Cable",0.70
5102406AA,Crown,9.00,4.50,1.00,15.83,"Blower Motor Resistor Repair Harness",0.20
68141123AC,Crown,6.00,6.00,6.00,108.33,"Hub Assembly",6.40
68246453AA,Crown,6.00,6.00,6.00,108.33,"Hub Assembly",5.80
5170703AA,Crown,23.00,11.00,1.50,103.33,"Engine Gasket Set",1.90
5175510AA,Crown,5.50,5.50,1.00,158.33,"Timing Chain",3.70
5058693AA,Crown,9.75,9.00,1.25,14.83,"Cabin Air Filter",0.30
55397093K8,Crown,3.75,3.50,1.75,50,"Hard Top Hardware Kit",0.85
4779886AC,Crown,13.50,3.50,10.20,58.33,"Brake Rotor",10.60
52000469,Crown,4.00,5.00,8.00,16.67,"Bumper Guard",0.90
520994RRK,Crown,8.00,6.00,4.50,131.67,"Cv Joint Repair Kit",4.10
68079655AH,Crown,19.00,18.00,11.50,200,"Fender Reinforcement",5.20
52060137K,Crown,14.50,14.25,5.00,185,"Disc Brake Service Kit",40.00
68109863AA,Crown,67.00,19.00,10.00,183.33,Fascia,5.60
52060147K,Crown,14.50,14.50,6.50,308.33,"Disc Brake Service Kit",38.00
5016434K,Crown,14.50,14.25,5.50,191.67,"Disc Brake Service Kit",36.00
52098672KL,Crown,14.50,14.50,5.00,170,"Disc Brake Service Kit",40.00
5363421RK,Crown,14.50,14.25,5.00,158.33,"Disc Brake Service Kit",32.00
68143895AA,Crown,28.00,8.50,8.00,141.67,"Transmission Cooler",4.00
68303052AA,Crown,10.75,6.50,6.00,56.67,"Brake Pad Set",6.00
5083001AA,Crown,5.25,2.50,2.50,11.33,"Drive Shaft Boot",0.20
68003570AA,Crown,2.50,2.00,2.00,10.83,"Axle Locker Sensor Connector",0.06
5179985AA,Crown,4.50,4.50,2.00,53.33,"Blower Motor Module",0.40
68229612AA,Crown,15.50,11.25,7.00,108.33,Mirror,3.80
68037063AE,Crown,41.25,19.00,4.50,93.33,"Engine Splash Shield",2.60
52089883AD,Crown,7.00,5.00,5.00,183.33,"Power Steering Pump",4.90
55155841AI,Crown,12.50,12.50,8.00,93.33,Mirror,3.30
55155840AI,Crown,12.50,12.50,8.00,93.33,Mirror,3.40
52027984,Crown,13.00,8.50,6.50,43.33,"Coolant Bottle",0.90
55078139AA,Crown,5.00,5.00,2.00,5.83,"Bumper End Cap",0.20
55174994,Crown,13.50,8.00,5.00,26.67,"License Plate Bracket",1.50
56004881,Crown,4.00,2.50,2.50,30.83,"Temperature Gauge",0.20
55056622AE,Crown,10.50,10.50,10.00,81.67,"Coolant Bottle",2.40
52005738K,Crown,42.00,4.00,3.25,95.83,"Drag Link Assembly",10.00
A1542,Crown,11.00,9.50,0.75,8.33,"Transmission Gasket Set",0.20
52079706AB,Crown,20.25,8.00,5.00,80,"Radiator Hose",1.20
3243152K,Crown,30.00,12.25,9.50,191.67,"Engine Oil Pan Kit",12.80
53020918K,Crown,30.00,12.25,9.50,181.67,"Engine Oil Pan Kit",10.40
53021755K,Crown,18.25,13.50,8.00,76.67,"Engine Oil Pan Kit",8.00
68091512AA,Crown,73.00,21.00,12.00,175,Fascia,5.00
RT26017,Crown,8.00,6.50,5.00,35,"Tail Light Guard Set",5.30
56044530AC,Crown,8.50,8.00,8.00,275,Alternator,12.60
68091510AA,Crown,72.00,18.00,6.00,250,Fascia,6.00
68091511AA,Crown,72.00,18.00,6.00,175,Fascia,5.40
15618,Crown,5.50,5.00,2.00,58.33,"Range Fork",1.10
RT28081,Crown,9.00,8.50,7.38,90,"LED Tail Light Set",3.20
5054227AA,Crown,0.88,0.75,0.75,3,"Hood Bumper",0.02
55397279AB,Crown,38.00,1.25,0.75,17.5,"Hood Weatherstrip",0.20
51875,Crown,0.50,0.50,0.25,0.38,"Valve Cover Screw Gasket",0.10
55397089AB,Crown,4.00,4.00,1.75,9.17,"Tailgate Hinge Cover",0.13
68248150AA,Crown,29.00,26.50,8.50,183.33,"Fan Module",12.20
J4004311,Crown,0.75,0.75,0.50,1.3,"Shackle Nut",0.02
RT26041,Crown,19.00,15.00,2.50,175.18,"Grille Insert Set",4.90
400501,Crown,9.50,4.50,3.50,131.67,"Locking Hub Set",5.70
400502,Crown,9.50,4.75,3.50,131.67,"Locking Hub Set",3.10
400518,Crown,8.50,4.50,3.50,131.67,"Locking Hub Set",3.70
68263295AA,Crown,8.00,7.50,4.50,92,"Brake Caliper",6.00
4864957K,Crown,8.00,4.00,4.00,61.67,"Blower Motor Resistor Kit",0.40
RT34011,Crown,10.00,7.00,1.00,14.17,"Hood Catch Kit",0.60
5165712AA,Crown,1.75,1.00,0.75,10.67,"Windshield Washer Nozzle",0.02
RT34012,Crown,6.63,4.00,2.00,50,"Hood Hinge Set",1.80
RT34007,Crown,3.25,3.25,1.25,18,"Door Hinge Bracket Set",0.50
68164059AD,Crown,15.50,11.25,7.00,131.67,Mirror,3.40
68164058AD,Crown,15.50,11.25,7.00,131.67,Mirror,3.40
5182557AD,Crown,55.00,24.00,15.00,65,"Fender Liner",1.40
52853432AA,Crown,36.25,5.00,4.50,383.33,"Drive Shaft",18.00
68213436AC,Crown,18.25,6.50,0.75,30,"License Plate Bracket",0.60
52038783AC,Crown,2.00,3.00,3.00,9.33,"Rack & Pinion Mounting Bushing",0.20
68048757AA,Crown,12.00,4.50,3.25,90,"Brake Master Cylinder",1.60
RT34032,Crown,4.75,4.50,2.00,49.5,"Liftgate Glass Hinge Kit",1.30
68029591AD,Crown,3.00,3.00,3.00,11.33,"Bump Stop",0.20
68275052AA,Crown,6.00,3.00,3.00,48.33,"Tie Rod End",1.00
52126349AE,Crown,15.00,11.25,7.00,700,"Steering Box",33.20
RT34048,Crown,9.50,9.50,1.00,66.67,"Stone Guard Set",1.30
5074714AG,Crown,35.75,0.50,1.00,43.33,"Door Glass Weatherstrip",0.60
5074715AG,Crown,35.75,1.50,1.00,43.33,"Door Glass Weatherstrip",0.60
55113020AF,Crown,13.50,13.00,1.50,48.33,"Door Weatherstrip",3.00
68246551AA,Crown,14.50,3.00,0.25,13.33,"Exhaust Manifold Gasket",0.19
RT34052,Crown,54.50,6.00,4.00,103.33,"Bumper Overlay",5.90
RT34037,Crown,55.00,5.75,2.50,148.33,Bumper,10.80
68020438AA,Crown,4.25,2.50,0.75,6.67,"Brake Pedal Pad",0.13
5058489AF,Crown,19.00,9.00,4.75,121.67,"Radiator Hose",1.40
5058413AE,Crown,19.00,10.25,4.25,30.83,"Radiator Hose",1.00
RT34036,Crown,20.00,18.50,1.00,80,"Bug Screen",2.30
68078584AA,Crown,0.75,0.50,0.50,1,Retainer,0.02
55176422,Crown,3.75,3.50,1.75,11.67,"Footman Loop",0.13
68246731AA,Crown,8.00,6.00,4.50,26.67,"Sway Bar Link",0.60
5058492AE,Crown,28.00,14.25,8.50,56.67,"Radiator Hose",2.40
RT34040,Crown,49.50,4.00,0.12,61.67,"Bumper Overlay",1.80
RT34041,Crown,12.50,3.25,3.00,33.33,"Corner Guard Set",0.90
E0045378,Crown,55.00,13.00,6.75,75,Tailpipe,6.20
E0045379,Crown,49.00,14.00,11.75,75,Tailpipe,5.20
68212010AA,Crown,8.00,7.50,4.50,92,"Brake Caliper",11.40
RT34055,Crown,34.00,6.25,4.25,93.33,"Frame Cover",2.80
RT34065,Crown,12.25,3.50,2.75,130,"Tailgate Hinge Set",5.40
RT34067,Crown,6.25,6.00,5.50,81.67,"Windshield Light Mount Bracket Set",2.80
RT26028,Crown,5.50,2.25,2.00,40,"Windshield Knobs",0.60
488601,Crown,4.00,4.00,1.75,11.27,"Hood Catch Kit",10.80
4884696AA,Crown,4.50,3.75,0.06,9.16,"Water Pump Gasket",0.06
4589688AE,Crown,6.00,3.00,3.00,43.33,"Hood Latch",0.80
RT26008,Crown,18.00,9.00,0.25,31.67,"Cowl Vent Cover",1.20
RT34085,Crown,22.00,14.00,0.50,51.67,"Bug Screen",2.30
RT30002,Crown,9.00,7.25,5.75,38.33,"Mirror Kit",3.69
RT26023,Crown,20.00,18.25,0.75,45,"Bug Screen",2.40
RT26034,Crown,10.00,8.00,1.25,55,"Stone Guard Set",1.20
RT30012,Crown,8.75,7.00,5.50,50,"Mirror Kit",3.60
RT26045,Crown,6.25,4.00,1.25,40,"Hood Hinge Set",1.90
630534,Crown,3.00,3.00,1.00,2.33,"Exhaust Clamp",0.30
5SG24AXRAB,Crown,15.50,11.75,7.00,283.33,Mirror,4.00
5SG25AXRAB,Crown,15.50,11.75,7.00,283.33,Mirror,4.00
52007842,Crown,5.75,5.50,2.50,20.83,"Parking Brake Adjuster",0.40
637834,Crown,2.00,2.00,0.50,8.25,"Synchronizer Blocking Ring",0.10
638798,Crown,3.00,3.00,2.00,61.02,"Second Gear",0.90
639119,Crown,4.75,3.75,0.25,0.75,"Steering Box Gasket",0.10
639650,Crown,4.00,3.50,0.12,1.47,"Thermostat Housing Gasket",0.10
640131,Crown,4.00,4.00,4.00,80,Speedometer,1.10
641955,Crown,12.50,12.50,0.50,27.5,"Flywheel Ring Gear",2.30
910144,Crown,19.00,2.50,2.50,48.33,"Shock Absorber",3.30
68003697AA,Crown,8.00,7.50,4.75,91.67,"Brake Caliper",8.10
5758172K,Crown,8.00,6.00,4.25,66.67,"Door Handle Kit",2.60
973727,Crown,60.00,24.00,4.00,266.67,"Windshield Frame",19.00
68267916AA,Crown,3.00,3.00,2.00,22.5,"Brake Caliper Pin Kit",0.40
999210,Crown,8.50,4.00,1.00,5,U-Bolt,1.10
S0103336,Crown,1.50,1.50,0.50,6.5,"Pitman Arm Lock Washer",0.06
2466954,Crown,8.50,6.50,0.06,1.42,"Transmission To Adapter Gasket",0.10
52104174,Crown,4.00,2.50,2.50,14,"Shift Knob",0.40
52059930AH,Crown,41.00,34.00,12.00,1000,"Exhaust Pipe",21.00
E0054227,Crown,52.00,16.00,8.00,100,Tailpipe,10.20
2946079,Crown,0.50,2.25,2.25,2.92,"Valve Cover Grommet",0.10
68028605AJ,Crown,65.00,25.00,4.00,650,"Windshield Frame",25.50
3461662,Crown,10.00,1.00,0.75,2.25,"Drum Brake Self Adjusting Cable",0.10
68254967AA,Crown,59.00,19.00,15.50,75,"Fender Liner",2.60
68254968AA,Crown,57.00,28.00,13.50,108.33,"Fender Liner",2.60
68254969AA,Crown,60.00,25.00,17.00,100,"Fender Liner",2.60
68005011AB,Crown,1.25,1.25,1.00,4.83,"Hard Top Bumper",0.02
6035836,Crown,2.13,1.13,1.13,7,"Crossmember Mounting Bolt",0.19
3747361,Crown,3.25,1.25,1.25,13.33,"Neutral Safety Switch",0.20
68004095AB,Crown,15.50,11.25,7.00,233.33,"Fuel Module",3.40
5143581AC,Crown,4.00,4.00,4.00,73.33,"Windshield Washer Pump",0.38
52058133K,Crown,46.00,25.75,4.75,458.33,"Transmission Crossmember Kit",41.00
3764863,Crown,3.25,1.50,1.50,6.25,"Parking Light Socket",0.10
4004445,Crown,4.00,4.00,0.75,3.33,"Exhaust Clamp",0.50
4007393,Crown,5.00,1.00,1.00,2.92,"Shackle Bolt",0.30
4007504,Crown,1.00,1.00,1.00,1.5,"Hood Bumper",0.10
52059940AD,Crown,8.25,8.00,8.00,70,"Engine Mount",8.80
55028214,Crown,1.00,0.25,0.25,3,"Glass Spacer",0.02
4049681,Crown,4.00,2.50,1.00,7,"Brake Shoe Hold Down Kit",0.10
4060790,Crown,13.50,3.50,1.00,48.33,"Accessory Drive Belt",0.50
55155129AJ,Crown,20.75,10.50,10.25,250,Headlight,7.00
53010552K,Crown,6.00,4.00,4.00,50,"Thermostat Kit",0.80
5159127AA,Crown,35.00,7.50,2.00,75,"Bumper Molding",0.60
68079364AC,Crown,32.00,2.50,1.25,43.33,"Liftgate Support",1.40
52058928K,Crown,12.00,8.25,7.00,165,"Engine Mount Kit",17.20
52059943AE,Crown,8.50,8.50,8.25,80,"Engine Mount",11.60
RT32001,Crown,8.00,7.50,4.50,83.33,"Wheel Adapter Set",8.50
5166001AA,Crown,15.25,5.00,2.25,186.67,"Transfer Case Chain",3.80
4884549AD,Crown,4.00,4.00,4.00,108.33,"Intake Manifold Flow Control Valve Actuator",1.20
68004196AA,Crown,3.75,3.50,1.75,13.33,"Blower Motor Resistor",0.20
68079925AA,Crown,56.00,31.00,9.50,158.33,Fender,9.00
5143702AB,Crown,8.00,6.00,4.25,96.67,"Brake Caliper",5.50
5143703AB,Crown,8.00,6.00,4.25,96.67,"Brake Caliper",5.40
83300057,Crown,9.00,7.00,1.00,40,"Carburetor Repair Kit",0.30
68087449AB,Crown,3.25,3.25,1.25,6.66,"Drive Shaft Retainer & Bolt Set",0.25
5184562AC,Crown,4.00,4.00,0.50,4.67,"Intake Manifold Seal",0.02
5184596AE,Crown,18.00,8.00,0.50,11.67,"Valve Cover Gasket",0.10
4862634AA,Crown,4.25,4.25,0.50,9.67,"Pinion Seal",0.10
68103072AC,Crown,26.00,1.00,1.00,38.33,"Liftgate Support",1.20
68165050AC,Crown,30.00,1.00,1.00,43.33,"Liftgate Support",1.40
68240768AA,Crown,0.63,0.50,0.50,3,"Push Rod",0.13
52060423AB,Crown,4.00,2.50,2.50,6.67,"Bump Stop",0.30
68079484AA,Crown,13.75,7.75,5.00,123.33,"Heater Core",2.00
68005014AC,Crown,6.00,4.00,4.00,23.33,"Hard Top Seal",0.19
68005016AC,Crown,6.00,4.00,4.00,24.17,"Hard Top Seal",0.19
6507676AA,Crown,0.50,1.00,1.00,1.83,"Ball Joint Nut",0.10
52060428AB,Crown,4.00,2.50,2.50,6.67,"Bump Stop",0.30
68029521AD,Crown,4.00,2.50,2.50,6.67,"Bump Stop",0.20
52129268AE,Crown,8.25,8.00,8.00,56.67,"Engine Mount",4.60
52129269AE,Crown,8.25,8.00,8.00,56.67,"Engine Mount",4.60
4713357,Crown,2.00,2.00,3.50,6.33,"Drum Brake Adjuster",0.30
4874303,Crown,30.00,6.00,5.00,248.33,"Axle Shaft Assembly",11.60
52059051,Crown,8.25,8.00,8.00,78.33,"Engine Mount",9.40
52005742,Crown,5.25,2.25,2.00,21.67,"Steering Adjuster",1.20
52124762AB,Crown,13.25,13.25,2.25,70,"Brake Rotor",24.50
4727451AA,Crown,3.25,3.25,1.50,30,"Crankshaft Position Sensor",0.10
68052362AB,Crown,8.00,7.50,4.50,120,"Brake Caliper",13.10
68052363AB,Crown,8.00,7.50,4.50,120,"Brake Caliper",13.00
53006152,Crown,7.00,7.00,5.00,8.25,"Distributor Cap",0.40
68052377AA,Crown,8.00,6.00,4.25,75,"Brake Caliper",5.30
4761786,Crown,13.50,9.50,9.50,266.67,"Brake Booster",14.80
55003236,Crown,15.75,2.00,1.25,8,"Fender Flare Retainer",0.30
55003237,Crown,15.75,2.00,1.25,8,"Fender Flare Retainer",0.30
55003243,Crown,10.00,2.00,1.75,8,"Fender Flare Retainer",0.20
55008047,Crown,11.00,10.50,4.00,25,"Headlight Bezel",0.50
55022103,Crown,8.00,8.00,9.00,30,"Bumper End Cap",0.60
56006966,Crown,1.50,1.00,0.25,5,"Circuit Breaker",0.20
53010150,Crown,11.00,2.75,1.00,30,"Accessory Drive Belt",0.50
33004732,Crown,3.50,5.00,0.50,6.67,"Engine Oil Pan Gasket",0.10
33004841,Crown,2.50,1.25,0.12,1.08,"EGR Valve Gasket",0.10
4886077AB,Crown,6.00,4.50,4.00,75,"Shift Fork",1.00
83503249,Crown,3.25,3.25,1.00,46.8,"Main Shaft Bearing",0.40
83503670,Crown,3.25,3.25,1.25,10.83,"Starter Brush",0.10
4741866AB,Crown,3.50,3.25,1.75,73.33,"Output Shaft Bearing",1.10
5003950AD,Crown,48.00,21.00,19.00,200,Fender,9.60
5012697AB,Crown,11.00,11.00,11.00,208.33,"Evaporator Core",5.90
83500521,Crown,4.50,4.50,2.75,1.5,"Shift Retainer Gasket",0.10
4897287AA,Crown,4.00,2.50,2.50,14.17,"Power Steering Reservoir Cap",0.10
5003558AA,Crown,5.00,3.00,3.00,9.17,"Oil Filter",0.90
5058171AE,Crown,11.50,10.50,6.75,29.17,"Radiator Hose",1.20
5066529AA,Crown,11.00,10.50,9.50,416.67,"Differential Case Kit",13.30
5093188AA,Crown,2.50,2.50,2.50,1.42,"Brake Caliper Boot",0.10
53020910,Crown,9.00,1.75,1.75,31.67,"Timing Chain Guide",0.30
56026936,Crown,8.50,8.50,8.00,283.33,Alternator,1.90
5012329AA,Crown,4.50,6.00,6.00,450,"Progressive Coupling",16.10
83500921,Crown,3.25,3.25,2.00,108.33,"Carburetor Choke Coil",0.30
83502112,Crown,3.00,3.00,2.00,41.6,"Choke Diaphragm",0.20
83506253,Crown,3.25,3.25,0.25,14.17,"Synchronizer Blocking Ring",0.20
5086169AA,Crown,13.00,13.00,3.00,200,"Differential Gear Kit",4.30
5093448K,Crown,4.25,2.50,1.25,28.33,"Connecting Rod Bearing Set",0.30
52070350AB,Crown,32.00,7.00,7.00,266.67,"Axle Shaft",6.30
4546100,Crown,2.25,0.75,0.75,5,"Radiator Draincock",0.10
53032037AC,Crown,14.50,3.00,1.00,38.33,"Accessory Drive Belt",0.40
55055280AB,Crown,16.50,8.00,5.00,91.67,"Brake Light",2.30
68003776AA,Crown,9.50,4.00,3.25,63.33,"Brake Pad Set",2.00
4060882,Crown,14.25,3.50,1.00,65,"Accessory Drive Belt",0.40
4060910,Crown,14.50,3.50,1.00,48.33,"Accessory Drive Belt",0.60
4137728,Crown,1.00,0.75,0.13,1.5,"Shift Fork Snap Ring",0.10
4137729,Crown,0.75,0.75,0.25,0.83,"Shift Fork Snap Ring",0.10
4740773,Crown,32.00,13.00,12.00,133.33,"Receiver Drier",4.20
4137731,Crown,0.50,0.50,0.25,1.42,"Shift Fork Insert",0.10
4167963,Crown,3.50,3.00,1.00,0.83,"Shift Lever O-Ring",0.10
4167964,Crown,1.00,1.00,0.12,1.08,"Shift Lever Retaining Ring",0.10
4329526,Crown,4.00,4.00,1.75,23.33,"Synchronizer Blocking Ring",0.40
4338913,Crown,1.50,1.50,1.00,15,"Input Shaft Bearing",0.10
4338920,Crown,10.75,6.25,5.75,60,"Mode Shift Fork",2.60
4338936,Crown,5.75,5.75,2.25,46.67,"Transfer Case Oil Pump",1.20
4338943,Crown,2.50,2.50,1.50,5.33,"Transfer Case Filter",0.10
4423601,Crown,4.00,2.50,2.50,20,"Wheel Cylinder",0.90
4446494,Crown,5.00,5.00,4.00,70,Yoke,1.90
4506116,Crown,4.00,4.00,4.00,86.67,"Vacuum Motor Kit",0.80
4565326,Crown,3.00,3.00,3.00,43.33,"Ignition Switch",0.30
4621579,Crown,20.00,10.75,0.12,26.67,"Engine Oil Pan Gasket",0.10
4626720,Crown,5.50,4.00,2.75,83.33,"Differential Clutch Kit",1.80
4636059,Crown,8.00,4.00,4.00,106.67,"Axle Shaft",3.10
4637071,Crown,3.25,3.25,1.25,55,"Idle Air Control Valve",0.30
4637073,Crown,3.00,3.00,2.00,48.33,"Idle Air Control Valve",0.30
4638913,Crown,6.00,4.00,4.00,31.67,"Range Shift Fork",1.10
4658444,Crown,1.00,0.75,0.50,1.65,"Door Lock Rod Clip",0.10
4713066,Crown,4.00,4.00,4.00,266.67,"Control Valve",1.70
4713365,Crown,12.00,9.00,4.00,36.67,"Brake Shoe Set",5.40
4713439,Crown,2.50,1.00,1.00,31.67,Lifter,0.40
4720727,Crown,9.25,4.50,1.75,75,"Piston Ring Set",1.00
4720847,Crown,14.00,14.00,8.00,140,"Receiver Drier",3.80
4720865,Crown,1.50,2.50,2.00,7.8,"Pinion Crush Sleeve",0.30
4728735,Crown,8.00,8.00,4.50,130,"Clutch Slave Cylinder",1.50
4740236,Crown,4.50,4.50,2.00,71.67,"Shift Fork Kit",1.00
4741100,Crown,9.25,5.50,4.00,25.83,"Bumper Guard",0.40
4741101,Crown,8.00,5.00,4.25,25.83,"Bumper Guard",0.40
4741102,Crown,8.00,5.00,4.25,25.83,"Bumper Guard",0.40
4741878,Crown,2.00,2.00,2.00,16.67,"Input Shaft Bearing",0.30
52001125,Crown,16.50,5.50,5.50,61.67,"Coil Spring",8.60
52001151,Crown,13.00,12.75,4.25,70,"Brake Drum",20.10
52001122,Crown,17.00,5.00,5.00,63.33,"Coil Spring",7.00
4746657,Crown,4.00,4.00,2.00,58.33,"Synchronizer Sleeve",0.60
4746660,Crown,11.50,0.50,0.50,38.33,"Shift Shaft",0.80
4762103,Crown,6.25,5.00,3.50,98.33,"Brake Caliper",4.40
4762106,Crown,2.25,1.00,1.00,3.17,"Brake Caliper Bushing",0.10
4762110,Crown,3.25,1.25,1.25,6.33,"Brake Caliper Seal Kit",0.10
4762111,Crown,2.00,3.00,3.25,15.83,"Brake Caliper Piston",0.30
